questions,law_title,document
Các nhóm biển báo hiệu đường bộ được phân loại như thế nào?,Luật Giao Thông Đường Bộ,0e6a08af
Rào chắn được sử dụng ở những trường hợp nào trên đường?,Luật Giao Thông Đường Bộ,0e6a08af
Người tham gia giao thông có nghĩa vụ gì khi có hiệu lệnh từ báo hiệu đường bộ?,Luật Giao Thông Đường Bộ,4d5249af
Khi nào thì người tham gia giao thông phải chấp hành theo chỉ dẫn của người điều khiển giao thông?,Luật Giao Thông Đường Bộ,4d5249af
Biển báo hiệu tạm thời có ưu tiên hơn biển báo cố định không?,Luật Giao Thông Đường Bộ,4d5249af
Người điều khiển phương tiện cần làm gì khi thấy người đi bộ qua đường ở nơi có vạch kẻ?,Luật Giao Thông Đường Bộ,4d5249af
"Nếu không có vạch kẻ đường, người điều khiển phương tiện cần hành động ra sao khi thấy người đi bộ hoặc xe lăn của người khuyết tật?",Luật Giao Thông Đường Bộ,4d5249af
Người lái xe cần tuân thủ quy định về tốc độ như thế nào trên đường?,Luật Giao Thông Đường Bộ,2332c13d
Khoảng cách an toàn giữa các xe cần phải giữ là bao nhiêu?,Luật Giao Thông Đường Bộ,2332c13d
Ai là người quy định và đặt biển báo tốc độ trên quốc lộ?,Luật Giao Thông Đường Bộ,2332c13d
Trách nhiệm của Chủ tịch Uỷ ban nhân dân cấp tỉnh trong việc đặt biển báo tốc độ là gì?,Luật Giao Thông Đường Bộ,2332c13d
Có biển báo 'Cự ly tối thiểu giữa hai xe' thì quy định khoảng cách phải là bao nhiêu?,Luật Giao Thông Đường Bộ,2332c13d
Điều gì quy định việc sử dụng làn đường cho phương tiện giao thông trên đường bộ?,Luật Giao Thông Đường Bộ,517a9a1f
Có thể chuyển làn đường một cách tự do hay cần tuân theo quy định nào không?,Luật Giao Thông Đường Bộ,517a9a1f
Phân biệt làn đường cho xe thô sơ và xe cơ giới như thế nào?,Luật Giao Thông Đường Bộ,517a9a1f
"Nếu một phương tiện di chuyển với tốc độ thấp, nó cần phải đi trên làn đường nào?",Luật Giao Thông Đường Bộ,517a9a1f
Có cần phải báo hiệu khi chuyển làn đường hay không và làm như thế nào?,Luật Giao Thông Đường Bộ,517a9a1f
Xe xin vượt phải làm gì trước khi thực hiện?,Luật Giao Thông Đường Bộ,7d030583
Khi nào xe không được vượt?,Luật Giao Thông Đường Bộ,7d030583
Ai có trách nhiệm giảm tốc độ khi có xe xin vượt?,Luật Giao Thông Đường Bộ,7d030583
Trong trường hợp nào xe có thể vượt bên phải?,Luật Giao Thông Đường Bộ,7d030583
Khoảng thời gian nào xe chỉ được xin vượt bằng đèn trong khu vực đông dân cư?,Luật Giao Thông Đường Bộ,7d030583
Khi nào người điều khiển phương tiện cần phải giảm tốc độ khi chuyển hướng?,Luật Giao Thông Đường Bộ,4fde6f0d
Ai là người phải nhường quyền đi trước trong quá trình chuyển hướng?,Luật Giao Thông Đường Bộ,4fde6f0d
Ở đâu người lái xe có thể quay đầu xe trong khu dân cư?,Luật Giao Thông Đường Bộ,4fde6f0d
"Để quay đầu xe, có những nơi nào không được phép thực hiện hành động này?",Luật Giao Thông Đường Bộ,4fde6f0d
Người điều khiển xe máy chuyên dùng có cần phải thực hiện tín hiệu khi chuyển hướng không?,Luật Giao Thông Đường Bộ,4fde6f0d
Điều gì cần lưu ý khi lùi xe theo Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,7f7a2ff6
Có những nơi nào không được phép lùi xe?,Luật Giao Thông Đường Bộ,7f7a2ff6
Người điều khiển xe cần thực hiện những hành động gì trước khi lùi xe?,Luật Giao Thông Đường Bộ,7f7a2ff6
Khi nào thì người điều khiển được phép lùi xe?,Luật Giao Thông Đường Bộ,7f7a2ff6
Luật quy định gì về việc lùi xe trong khu vực giao cắt đường bộ và đường sắt?,Luật Giao Thông Đường Bộ,7f7a2ff6
Xe đi ngược chiều cần phải làm gì khi tránh nhau trên đường không phân chia?,Luật Giao Thông Đường Bộ,0ed53793
"Trong trường hợp đường hẹp, ai phải nhường đường khi hai xe đi ngược chiều?",Luật Giao Thông Đường Bộ,0ed53793
Xe xuống dốc có phải nhường đường cho xe lên dốc không?,Luật Giao Thông Đường Bộ,0ed53793
"Khi xe cơ giới đi ngược chiều gặp nhau, có được sử dụng đèn chiếu xa không?",Luật Giao Thông Đường Bộ,0ed53793
Những trường hợp nào xe phải nhường đường khi gặp chướng ngại vật phía trước?,Luật Giao Thông Đường Bộ,0ed53793
Dừng xe được định nghĩa như thế nào theo Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,192a3f5f
Có sự khác biệt gì giữa dừng xe và đỗ xe trong luật này?,Luật Giao Thông Đường Bộ,192a3f5f
Những biện pháp an toàn nào cần thực hiện khi rời khỏi xe đỗ?,Luật Giao Thông Đường Bộ,192a3f5f
"Những vị trí nào bị cấm dừng xe, đỗ xe theo quy định hiện hành?",Luật Giao Thông Đường Bộ,192a3f5f
Người điều khiển phương tiện phải làm gì khi dừng xe trên đường dốc?,Luật Giao Thông Đường Bộ,192a3f5f
"Người điều khiển phương tiện có cần tuân theo quy định nào khi dừng xe, đỗ xe trên đường phố không?",Luật Giao Thông Đường Bộ,0367a752
Cách dừng và đỗ xe đúng quy định là như thế nào trên lề đường?,Luật Giao Thông Đường Bộ,0367a752
"Có những địa điểm nào mà xe không được dừng, đỗ trên đường phố?",Luật Giao Thông Đường Bộ,0367a752
Khoảng cách tối thiểu giữa xe ô tô đỗ bên đường và xe đỗ ở phía đối diện là bao nhiêu mét?,Luật Giao Thông Đường Bộ,0367a752
"Khi nào thì việc dừng xe, đỗ xe có thể gây cản trở cho giao thông?",Luật Giao Thông Đường Bộ,0367a752
Hàng hóa trên xe cần được xếp như thế nào để đảm bảo an toàn?,Luật Giao Thông Đường Bộ,55e0fcdf
Khi nào cần sử dụng cờ hoặc đèn báo hiệu cho hàng hóa xếp trên xe?,Luật Giao Thông Đường Bộ,55e0fcdf
Có quy định nào về việc chằng buộc hàng hóa không?,Luật Giao Thông Đường Bộ,55e0fcdf
Ai là người quy định cụ thể về việc xếp hàng hóa trên phương tiện giao thông đường bộ?,Luật Giao Thông Đường Bộ,55e0fcdf
Có yêu cầu gì về việc không để hàng hóa rơi vãi trên đường không?,Luật Giao Thông Đường Bộ,55e0fcdf
Có thể chở người trên xe ô tô chở hàng trong những trường hợp nào?,Luật Giao Thông Đường Bộ,f3dbf53e
Xe ô tô chở người cần có yêu cầu gì khi chở trong trường hợp đặc biệt?,Luật Giao Thông Đường Bộ,f3dbf53e
Ai có thể được chở trên xe ô tô chở hàng trong trường hợp khẩn cấp?,Luật Giao Thông Đường Bộ,f3dbf53e
Có những quy định nào về việc chở công nhân trên xe ô tô chở hàng?,Luật Giao Thông Đường Bộ,f3dbf53e
Trường hợp nào được xem là khẩn cấp khi chở người bằng xe ô tô chở hàng?,Luật Giao Thông Đường Bộ,f3dbf53e
Các loại xe nào được quyền ưu tiên khi qua đường giao nhau?,Luật Giao Thông Đường Bộ,c0f9feda
Điều kiện nào để xe được quyền ưu tiên thực hiện nhiệm vụ?,Luật Giao Thông Đường Bộ,c0f9feda
Người tham gia giao thông cần làm gì khi có tín hiệu của xe ưu tiên?,Luật Giao Thông Đường Bộ,c0f9feda
Xe ưu tiên có được phép đi vào đường ngược chiều không?,Luật Giao Thông Đường Bộ,c0f9feda
Ai quy định tín hiệu của xe được quyền ưu tiên?,Luật Giao Thông Đường Bộ,c0f9feda
"Xe cần làm gì khi đến bến phà, cầu phao?",Luật Giao Thông Đường Bộ,18dce598
Ai là những người không phải xuống xe khi qua phà?,Luật Giao Thông Đường Bộ,18dce598
Thứ tự nào phải tuân thủ khi các phương tiện xuống phà?,Luật Giao Thông Đường Bộ,18dce598
Những phương tiện nào được ưu tiên khi qua phà?,Luật Giao Thông Đường Bộ,18dce598
"Nếu nhiều xe cùng loại ưu tiên đến bến phà, xe nào sẽ qua trước?",Luật Giao Thông Đường Bộ,18dce598
Khi nào tôi phải nhường đường tại nơi đường giao nhau?,Luật Giao Thông Đường Bộ,2c8ddb11
Nếu không có biển báo thì tôi nên nhường cho xe nào?,Luật Giao Thông Đường Bộ,2c8ddb11
Tôi cần làm gì khi gặp biển báo đi theo vòng xuyến?,Luật Giao Thông Đường Bộ,2c8ddb11
Xe nào được ưu tiên tại giao lộ giữa đường ưu tiên và đường không ưu tiên?,Luật Giao Thông Đường Bộ,2c8ddb11
Có quy tắc nào cho xe đi từ đường nhánh vào đường chính không?,Luật Giao Thông Đường Bộ,2c8ddb11
Phương tiện nào được quyền ưu tiên khi đi trên đoạn đường bộ giao nhau cùng mức với đường sắt?,Luật Giao Thông Đường Bộ,aafaff10
Khi nào người tham gia giao thông phải dừng lại tại nơi đường bộ giao nhau với đường sắt có đèn tín hiệu?,Luật Giao Thông Đường Bộ,aafaff10
"Nếu không có đèn tín hiệu và rào chắn, người tham gia giao thông cần làm gì để qua đường?",Luật Giao Thông Đường Bộ,aafaff10
Những hành động nào cần thực hiện khi phương tiện hư hỏng tại đoạn đường bộ giao nhau với đường sắt?,Luật Giao Thông Đường Bộ,aafaff10
Ai có trách nhiệm giúp đỡ người điều khiển phương tiện tại nơi hư hỏng trên đường bộ giao nhau với đường sắt?,Luật Giao Thông Đường Bộ,aafaff10
Người lái xe cần tuân theo quy tắc nào khi vào đường cao tốc?,Luật Giao Thông Đường Bộ,727fc1fe
Các quy định nào áp dụng khi ra khỏi đường cao tốc?,Luật Giao Thông Đường Bộ,727fc1fe
Có những lưu ý nào về tốc độ khi lưu thông trên đường cao tốc?,Luật Giao Thông Đường Bộ,727fc1fe
Người đi bộ hay phương tiện nào không được phép vào đường cao tốc?,Luật Giao Thông Đường Bộ,727fc1fe
"Khi dừng hoặc đỗ xe trên đường cao tốc, cần tuân thủ quy định gì?",Luật Giao Thông Đường Bộ,727fc1fe
"Trong hầm đường bộ, người điều khiển phương tiện có phải bật đèn không?",Luật Giao Thông Đường Bộ,4f15f43a
Có quy định nào về việc dừng xe và đỗ xe trong hầm không?,Luật Giao Thông Đường Bộ,4f15f43a
Xe thô sơ có cần bật đèn khi đi vào hầm đường bộ không?,Luật Giao Thông Đường Bộ,4f15f43a
Người điều khiển xe máy chuyên dùng có phải thực hiện quy định gì đặc biệt trong hầm không?,Luật Giao Thông Đường Bộ,4f15f43a
Có những quy tắc giao thông nào mà người điều khiển phương tiện phải tuân thủ khi vào hầm đường bộ?,Luật Giao Thông Đường Bộ,4f15f43a
Người điều khiển phương tiện có những quy định nào về tải trọng và khổ giới hạn của đường bộ?,Luật Giao Thông Đường Bộ,b35dbe5b
"Xe quá tải trọng có được lưu hành pháp lý không, và nếu có thì cần điều kiện gì?",Luật Giao Thông Đường Bộ,b35dbe5b
Ai có quyền cấp giấy phép lưu hành cho xe bánh xích gây hư hại mặt đường?,Luật Giao Thông Đường Bộ,b35dbe5b
Bộ trưởng Bộ Giao thông vận tải có trách nhiệm gì liên quan đến tải trọng và khổ giới hạn của đường bộ?,Luật Giao Thông Đường Bộ,b35dbe5b
Làm thế nào để tìm hiểu về tải trọng và khổ giới hạn của đường bộ tại địa phương?,Luật Giao Thông Đường Bộ,b35dbe5b
Luật quy định như thế nào về việc kéo xe ô tô và xe máy chuyên dùng khác?,Luật Giao Thông Đường Bộ,d638a752
Có yêu cầu gì về việc điều khiển xe kéo và hệ thống lái của xe bị kéo không?,Luật Giao Thông Đường Bộ,d638a752
"Khi xe kéo rơ moóc, trọng lượng của xe kéo có cần phải lớn hơn trọng lượng của rơ moóc không?",Luật Giao Thông Đường Bộ,d638a752
Các hành vi nào bị cấm khi kéo rơ moóc hoặc xe khác theo luật?,Luật Giao Thông Đường Bộ,d638a752
Có cần biển báo hiệu khi thực hiện việc kéo xe không?,Luật Giao Thông Đường Bộ,d638a752
Người điều khiển xe mô tô hai bánh được phép chở bao nhiêu người?,Luật Giao Thông Đường Bộ,d175bb2b
Cần phải đội mũ bảo hiểm như thế nào khi tham gia giao thông trên xe mô tô?,Luật Giao Thông Đường Bộ,d175bb2b
Có những hành vi nào mà người điều khiển xe mô tô không được thực hiện?,Luật Giao Thông Đường Bộ,d175bb2b
Người ngồi trên xe mô tô được phép làm gì và không được làm gì khi tham gia giao thông?,Luật Giao Thông Đường Bộ,d175bb2b
Trẻ em dưới 14 tuổi có được chở trên xe mô tô hay không?,Luật Giao Thông Đường Bộ,d175bb2b
Ai được phép chở trên xe đạp theo quy định của Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,183e54d8
Người điều khiển xe thô sơ cần tuân thủ những quy định nào khi tham gia giao thông?,Luật Giao Thông Đường Bộ,183e54d8
Cần mang theo gì khi lái xe đạp máy?,Luật Giao Thông Đường Bộ,183e54d8
Hàng hóa trên xe thô sơ có những yêu cầu gì về an toàn?,Luật Giao Thông Đường Bộ,183e54d8
Người điều khiển xe súc vật kéo cần thực hiện những biện pháp gì để đảm bảo vệ sinh?,Luật Giao Thông Đường Bộ,183e54d8
Người đi bộ cần phải đi ở đâu khi có hè phố và lề đường?,Luật Giao Thông Đường Bộ,18b2ecf6
Khi nào người đi bộ được phép qua đường?,Luật Giao Thông Đường Bộ,18b2ecf6
"Nếu không có tín hiệu đèn hoặc vạch kẻ đường, người đi bộ cần làm gì để đảm bảo an toàn?",Luật Giao Thông Đường Bộ,18b2ecf6
Có những hành vi nào cấm đối với người đi bộ khi tham gia giao thông?,Luật Giao Thông Đường Bộ,18b2ecf6
Trẻ em dưới 7 tuổi cần lưu ý điều gì khi qua đường có xe chạy?,Luật Giao Thông Đường Bộ,18b2ecf6
Người khuyết tật có được đi trên hè phố không?,Luật Giao Thông Đường Bộ,88901e3a
Người khiếm thị cần có ai bên cạnh khi đi đường?,Luật Giao Thông Đường Bộ,88901e3a
Có công cụ nào hỗ trợ người khiếm thị tham gia giao thông không?,Luật Giao Thông Đường Bộ,88901e3a
Ai có trách nhiệm giúp đỡ người khuyết tật khi qua đường?,Luật Giao Thông Đường Bộ,88901e3a
Những phương tiện nào người khuyết tật được phép sử dụng trên đường phố?,Luật Giao Thông Đường Bộ,88901e3a
Điều gì cần lưu ý khi dẫn dắt súc vật trên đường bộ?,Luật Giao Thông Đường Bộ,08c0309d
Có quy định nào về vị trí dẫn súc vật trên đường không?,Luật Giao Thông Đường Bộ,08c0309d
Người dẫn súc vật có được đi vào phần đường dành cho xe cơ giới không?,Luật Giao Thông Đường Bộ,08c0309d
Khi nào thì được cho súc vật đi ngang qua đường?,Luật Giao Thông Đường Bộ,08c0309d
Có yêu cầu nào về vệ sinh khi dẫn súc vật trên đường không?,Luật Giao Thông Đường Bộ,08c0309d
Cần làm gì để tổ chức hoạt động lễ hội trên đường bộ?,Luật Giao Thông Đường Bộ,08f86116
Ai có trách nhiệm phân luồng giao thông khi tổ chức sự kiện trên đường bộ?,Luật Giao Thông Đường Bộ,08f86116
Có những hành vi nào bị nghiêm cấm trên đường bộ?,Luật Giao Thông Đường Bộ,08f86116
Làm thế nào để xin phép tổ chức hoạt động văn hóa trên đường bộ?,Luật Giao Thông Đường Bộ,08f86116
Khi nào cần thông báo hạn chế hoặc cấm giao thông trên đường bộ?,Luật Giao Thông Đường Bộ,08f86116
Lòng đường và hè phố có được sử dụng cho mục đích gì không?,Luật Giao Thông Đường Bộ,c4f121cc
"Ai có thẩm quyền quyết định việc sử dụng tạm thời lòng đường, hè phố cho mục đích khác?",Luật Giao Thông Đường Bộ,c4f121cc
Có cần tuân thủ quy định nào khi thực hiện hoạt động khác trên đường phố không?,Luật Giao Thông Đường Bộ,c4f121cc
Những hành vi nào bị cấm trên lòng đường và hè phố theo Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,c4f121cc
Có thể đổ rác trên hè phố hay không và nếu có thì quy định như thế nào?,Luật Giao Thông Đường Bộ,c4f121cc
Tổ chức giao thông bao gồm những nội dung nào trong Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,ca9492b0
Ai là người chịu trách nhiệm tổ chức giao thông trên hệ thống quốc lộ?,Luật Giao Thông Đường Bộ,ca9492b0
Trách nhiệm của cảnh sát giao thông trong việc điều khiển giao thông được quy định ra sao?,Luật Giao Thông Đường Bộ,ca9492b0
Có những biện pháp nào để bảo đảm an toàn và thông suốt cho giao thông đường bộ?,Luật Giao Thông Đường Bộ,ca9492b0
Những trường hợp nào cảnh sát giao thông có thể tạm thời đình chỉ đi lại trên đường?,Luật Giao Thông Đường Bộ,ca9492b0
Luật Giao Thông Đường Bộ quy định có bao nhiêu loại đường bộ?,Luật Giao Thông Đường Bộ,7ba555bd
Ai có thẩm quyền quyết định hệ thống quốc lộ theo luật này?,Luật Giao Thông Đường Bộ,7ba555bd
Phân loại đường tỉnh và đường đô thị khác nhau như thế nào?,Luật Giao Thông Đường Bộ,7ba555bd
Đường chuyên dùng được quy định như thế nào trong Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,7ba555bd
Ai quyết định thẩm quyền phân loại đường huyện và đường xã?,Luật Giao Thông Đường Bộ,7ba555bd
Đường bộ được đặt tên theo tiêu chí nào trong Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,c110098f
Ai có thẩm quyền quyết định việc đặt tên và số hiệu đường bộ?,Luật Giao Thông Đường Bộ,c110098f
Có cần tuân theo quy định nào khi đặt tên đường địa phương trùng với quốc lộ không?,Luật Giao Thông Đường Bộ,c110098f
Việc đặt tên và số hiệu đường bộ quốc tế được thực hiện theo nguyên tắc gì?,Luật Giao Thông Đường Bộ,c110098f
"Chính phủ có vai trò gì trong việc quy định đặt tên, số hiệu đường bộ?",Luật Giao Thông Đường Bộ,c110098f
Đường bộ được chia thành những cấp kỹ thuật nào?,Luật Giao Thông Đường Bộ,9ed3c530
Các yêu cầu kỹ thuật đối với đường bộ xây dựng mới là gì?,Luật Giao Thông Đường Bộ,9ed3c530
Ai là cơ quan phụ trách xây dựng tiêu chuẩn kỹ thuật cho đường bộ?,Luật Giao Thông Đường Bộ,9ed3c530
"Khi nào cần cải tạo, nâng cấp đường bộ đang khai thác?",Luật Giao Thông Đường Bộ,9ed3c530
Có cần sự chấp thuận của cơ quan nào khi áp dụng tiêu chuẩn kỹ thuật đường bộ nước ngoài không?,Luật Giao Thông Đường Bộ,9ed3c530
Quỹ đất giao thông đường bộ được xác định như thế nào?,Luật Giao Thông Đường Bộ,878cc4ea
Ai là cơ quan chịu trách nhiệm quản lý quỹ đất dành cho kết cấu hạ tầng giao thông?,Luật Giao Thông Đường Bộ,878cc4ea
Tỷ lệ quỹ đất giao thông đô thị so với đất xây dựng đô thị là bao nhiêu?,Luật Giao Thông Đường Bộ,878cc4ea
Ai phê duyệt quy hoạch quỹ đất dành cho giao thông đường bộ?,Luật Giao Thông Đường Bộ,878cc4ea
Chính phủ có quy định gì về tỷ lệ quỹ đất giao thông cho các loại đô thị khác nhau?,Luật Giao Thông Đường Bộ,878cc4ea
Phạm vi đất dành cho đường bộ bao gồm những gì?,Luật Giao Thông Đường Bộ,e4be8a61
Có được xây dựng công trình khác trong phạm vi đất dành cho đường bộ không?,Luật Giao Thông Đường Bộ,e4be8a61
Việc sử dụng đất hành lang an toàn đường bộ có những hạn chế nào?,Luật Giao Thông Đường Bộ,e4be8a61
"Nếu đất trong hành lang an toàn đường bộ đang được sử dụng, người sử dụng có quyền lợi gì?",Luật Giao Thông Đường Bộ,e4be8a61
Ai quy định cụ thể về phạm vi và việc sử dụng đất dành cho đường bộ?,Luật Giao Thông Đường Bộ,e4be8a61
Công trình đường bộ nào phải bảo đảm tiêu chuẩn kỹ thuật và an toàn giao thông?,Luật Giao Thông Đường Bộ,c8872a79
Ai có trách nhiệm thẩm định an toàn giao thông cho công trình đường bộ?,Luật Giao Thông Đường Bộ,c8872a79
Đường gom cần đấu nối như thế nào với đường nhánh và đường chính?,Luật Giao Thông Đường Bộ,c8872a79
Khu đô thị có yêu cầu gì về hệ thống đường gom?,Luật Giao Thông Đường Bộ,c8872a79
Đường gom phục vụ cho mục đích gì đối với khu dân cư?,Luật Giao Thông Đường Bộ,c8872a79
Công trình báo hiệu đường bộ gồm những gì?,Luật Giao Thông Đường Bộ,47f4ba62
Đường bộ cần được chuẩn bị gì trước khi đưa vào khai thác?,Luật Giao Thông Đường Bộ,47f4ba62
Có những điều nào cần chú ý khi lắp đặt công trình báo hiệu đường bộ?,Luật Giao Thông Đường Bộ,47f4ba62
Có được gắn nội dung không liên quan vào công trình báo hiệu đường bộ không?,Luật Giao Thông Đường Bộ,47f4ba62
Thiết kế công trình báo hiệu đường bộ được phê duyệt bởi ai?,Luật Giao Thông Đường Bộ,47f4ba62
Đầu tư xây dựng kết cấu hạ tầng giao thông đường bộ gồm những hoạt động nào?,Luật Giao Thông Đường Bộ,ae720225
Có những yêu cầu nào phải tuân thủ khi đầu tư xây dựng kết cấu hạ tầng giao thông đường bộ?,Luật Giao Thông Đường Bộ,ae720225
Ai có quyền đầu tư xây dựng và khai thác kết cấu hạ tầng giao thông đường bộ?,Luật Giao Thông Đường Bộ,ae720225
Quy trình giải phóng mặt bằng được thực hiện như thế nào trước khi đầu tư xây dựng?,Luật Giao Thông Đường Bộ,ae720225
"Sau khi hoàn thành, kết cấu hạ tầng giao thông đường bộ cần được kiểm tra và nghiệm thu bởi cơ quan nào?",Luật Giao Thông Đường Bộ,ae720225
Thi công công trình trên đường bộ đang khai thác có cần giấy phép không?,Luật Giao Thông Đường Bộ,ba45c469
Đơn vị thi công có nghĩa vụ gì trong quá trình thi công không?,Luật Giao Thông Đường Bộ,ba45c469
Có quy định nào về thi công công trình trên đường đô thị không?,Luật Giao Thông Đường Bộ,ba45c469
Nếu đơn vị thi công không đảm bảo giao thông thì sẽ bị xử lý ra sao?,Luật Giao Thông Đường Bộ,ba45c469
Những yêu cầu gì cần thực hiện sau khi thi công xong?,Luật Giao Thông Đường Bộ,ba45c469
Bảo trì đường bộ được định nghĩa như thế nào trong Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,4f32cf2f
Ai chịu trách nhiệm quản lý và bảo trì hệ thống quốc lộ theo quy định?,Luật Giao Thông Đường Bộ,4f32cf2f
Các công việc nào được thực hiện trong quá trình bảo trì đường bộ?,Luật Giao Thông Đường Bộ,4f32cf2f
"Ủy ban nhân dân cấp tỉnh có trách nhiệm gì liên quan đến quản lý, bảo trì đường bộ?",Luật Giao Thông Đường Bộ,4f32cf2f
"Ai quy định việc quản lý, bảo trì đường bộ trong hệ thống giao thông tại Việt Nam?",Luật Giao Thông Đường Bộ,4f32cf2f
Nguồn tài chính nào được sử dụng để quản lý và bảo trì đường bộ ở Việt Nam?,Luật Giao Thông Đường Bộ,001d8b76
Quỹ bảo trì đường bộ được hình thành từ những nguồn nào?,Luật Giao Thông Đường Bộ,001d8b76
Ai là người chịu trách nhiệm quản lý khai thác đường chuyên dùng?,Luật Giao Thông Đường Bộ,001d8b76
Chính phủ có quy định gì về việc lập và quản lý quỹ bảo trì đường bộ?,Luật Giao Thông Đường Bộ,001d8b76
Ngân sách nhà nước có vai trò gì trong quỹ bảo trì đường bộ?,Luật Giao Thông Đường Bộ,001d8b76
Ai là cơ quan có thẩm quyền cho phép xây dựng đường giao nhau cùng mức giữa đường bộ và đường sắt?,Luật Giao Thông Đường Bộ,03e5a083
Có cần thiết kế bảo đảm tiêu chuẩn kỹ thuật khi xây dựng đoạn đường giao nhau này không?,Luật Giao Thông Đường Bộ,03e5a083
Ai sẽ phê duyệt thiết kế xây dựng đoạn đường giao nhau cùng mức?,Luật Giao Thông Đường Bộ,03e5a083
Có yêu cầu nào về điều kiện an toàn giao thông khi xây dựng đoạn đường giao nhau này không?,Luật Giao Thông Đường Bộ,03e5a083
Luật nào quy định về việc xây dựng đoạn đường giao nhau giữa đường bộ và đường sắt?,Luật Giao Thông Đường Bộ,03e5a083
Bến xe và bãi đỗ xe cần phải tuân theo quy hoạch nào?,Luật Giao Thông Đường Bộ,b229bf95
Cơ quan nào phê duyệt quy hoạch cho bến xe và trạm dừng nghỉ?,Luật Giao Thông Đường Bộ,b229bf95
Trạm thu phí có vai trò gì trong giao thông đường bộ?,Luật Giao Thông Đường Bộ,b229bf95
Thẩm quyền nào quyết định thành lập trạm kiểm tra tải trọng xe tạm thời?,Luật Giao Thông Đường Bộ,b229bf95
Ai quy định tiêu chuẩn kỹ thuật cho các bến xe và trạm kiểm tra tải trọng xe?,Luật Giao Thông Đường Bộ,b229bf95
Xe ô tô cần những điều kiện gì để được phép tham gia giao thông?,Luật Giao Thông Đường Bộ,df4dfc2b
Các quy định nào áp dụng cho xe mô tô hai bánh tại Việt Nam?,Luật Giao Thông Đường Bộ,df4dfc2b
Xe cơ giới có cần đăng ký và gắn biển số không?,Luật Giao Thông Đường Bộ,df4dfc2b
Chính phủ có quy định gì về niên hạn sử dụng xe cơ giới?,Luật Giao Thông Đường Bộ,df4dfc2b
Ai là người quy định về chất lượng an toàn kỹ thuật của xe cơ giới tham gia giao thông?,Luật Giao Thông Đường Bộ,df4dfc2b
Xe cơ giới nào được cấp đăng ký và biển số theo Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,f63f22dd
Ai là cơ quan có thẩm quyền cấp đăng ký và biển số cho xe cơ giới?,Luật Giao Thông Đường Bộ,f63f22dd
Có điều kiện gì để xe cơ giới được cấp đăng ký?,Luật Giao Thông Đường Bộ,f63f22dd
Bộ nào quy định về thu hồi đăng ký và biển số xe cơ giới?,Luật Giao Thông Đường Bộ,f63f22dd
Xe cơ giới của quân đội được cấp đăng ký bởi ai?,Luật Giao Thông Đường Bộ,f63f22dd
Luật nào quy định về chất lượng và an toàn kỹ thuật của xe cơ giới tham gia giao thông đường bộ?,Luật Giao Thông Đường Bộ,1abb4eb0
Chủ phương tiện có được tự ý thay đổi kết cấu của xe không?,Luật Giao Thông Đường Bộ,1abb4eb0
Ai chịu trách nhiệm về việc xác nhận kết quả kiểm định xe cơ giới?,Luật Giao Thông Đường Bộ,1abb4eb0
Xe ô tô có cần phải được kiểm tra định kỳ về an toàn kỹ thuật không?,Luật Giao Thông Đường Bộ,1abb4eb0
Ai quy định các tiêu chuẩn và cấp giấy phép cho cơ sở đăng kiểm xe cơ giới?,Luật Giao Thông Đường Bộ,1abb4eb0
Xe thô sơ cần đảm bảo điều kiện gì khi tham gia giao thông?,Luật Giao Thông Đường Bộ,9d610d76
Ai quy định điều kiện tham gia giao thông cho xe thô sơ ở địa phương?,Luật Giao Thông Đường Bộ,9d610d76
Đã có những quy định nào về phạm vi hoạt động của xe thô sơ?,Luật Giao Thông Đường Bộ,9d610d76
Điều gì là cần thiết để đảm bảo an toàn giao thông đường bộ cho xe thô sơ?,Luật Giao Thông Đường Bộ,9d610d76
Luật nào quy định về điều kiện tham gia giao thông của xe thô sơ?,Luật Giao Thông Đường Bộ,9d610d76
Người lái xe cần đáp ứng điều kiện gì để tham gia giao thông theo Luật Giao Thông Đường Bộ?,Luật Giao Thông Đường Bộ,bcf247af
Có giấy tờ gì người lái xe phải mang theo khi điều khiển phương tiện?,Luật Giao Thông Đường Bộ,bcf247af
Luật quy định độ tuổi tối thiểu của người lái xe là bao nhiêu?,Luật Giao Thông Đường Bộ,bcf247af
Người tập lái xe ô tô có yêu cầu gì đặc biệt khi tham gia giao thông không?,Luật Giao Thông Đường Bộ,bcf247af
Ai cấp giấy phép lái xe cho người lái xe tham gia giao thông?,Luật Giao Thông Đường Bộ,bcf247af
Giấy phép lái xe được phân loại dựa trên những yếu tố nào?,Luật Giao Thông Đường Bộ,2101c091
Có những hạng giấy phép lái xe không thời hạn nào trong luật giao thông đường bộ?,Luật Giao Thông Đường Bộ,2101c091
