law_content,generated_question,rag_answer_llm,generated_answer,document
"1. Nhà trường bị đình chỉ hoạt động giáo dục trong trường hợp sau đây: a) Có hành vi gian lận để được cho phép hoạt động giáo dục; b) Không bảo đảm một trong các điều kiện quy định tại khoản 2 Điều 49 của Luật này; c) Người cho phép hoạt động giáo dục không đúng thẩm quyền; d) Không triển khai hoạt động giáo dục trong thời hạn quy định kể từ ngày được phép hoạt động giáo dục; đ) Vi phạm quy định của pháp luật về giáo dục bị xử phạt vi phạm hành chính ở mức độ phải đình chỉ; e) Trường hợp khác theo quy định của pháp luật. 2. Quyết định đình chỉ hoạt động giáo dục đối với nhà trường phải xác định rõ lý do đình chỉ, thời hạn đình chỉ, biện pháp bảo đảm quyền, lợi ích của nhà giáo, cán bộ quản lý giáo dục, người học, người lao động trong nhà trường và phải công bố công khai trên phương tiện thông tin đại chúng. 3. Trong thời hạn bị đình chỉ, nếu nguyên nhân dẫn đến việc đình chỉ được khắc phục thì người có thẩm quyền quyết định đình chỉ ra quyết định cho phép nhà trường hoạt động giáo dục trở lại. ",Trường hợp nào nhà trường có thể bị đình chỉ hoạt động giáo dục?,"Trường chỉ có thể bị đình chỉ bởi các hoạt động giáo dục trong trường hợp các hành vi gian lận có thể cho phép giáo dục, không tuân thủ các điều kiện đình chỉ cụ thể hoặc vi phạm một trong các điều khoản của pháp luật.",Nhà trường có thể bị đình chỉ hoạt động giáo dục trong các trường hợp sau: 1) Có hành vi gian lận để được cho phép hoạt động giáo dục; 2) Không bảo đảm một trong các điều kiện quy định tại khoản 2 Điều 49 của Luật Giáo Dục; 3) Người cho phép hoạt động giáo dục không đúng thẩm quyền; 4) Không triển khai hoạt động giáo dục trong thời hạn quy định kể từ ngày được phép hoạt động giáo dục; 5) Vi phạm quy định của pháp luật về giáo dục bị xử phạt vi phạm hành chính ở mức độ phải đình chỉ; 6) Trường hợp khác theo quy định của pháp luật.,4751dc48
"1. Người đi bộ phải đi trên hè phố, lề đường; trường hợp đường không có hè phố, lề đường thì người đi bộ phải đi sát mép đường. 2. Người đi bộ chỉ được qua đường ở những nơi có đèn tín hiệu, có vạch kẻ đường hoặc có cầu vượt, hầm dành cho người đi bộ và phải tuân thủ tín hiệu chỉ dẫn. 3. Trường hợp không có đèn tín hiệu, không có vạch kẻ đường, cầu vượt, hầm dành cho người đi bộ thì người đi bộ phải quan sát các xe đang đi tới, chỉ qua đường khi bảo đảm an toàn và chịu trách nhiệm bảo đảm an toàn khi qua đường. 4. Người đi bộ không được vượt qua dải phân cách, không đu bám vào phương tiện giao thông đang chạy; khi mang vác vật cồng kềnh phải bảo đảm an toàn và không gây trở ngại cho người và phương tiện tham gia giao thông đường bộ. 5. Trẻ em dưới 7 tuổi khi đi qua đường đô thị, đường thường xuyên có xe cơ giới qua lại phải có người lớn dắt; mọi người có trách nhiệm giúp đỡ trẻ em dưới 7 tuổi khi đi qua đường. ",Người đi bộ phải đi ở đâu khi đường không có hè phố hoặc lề đường?,Người đi bộ phải băng qua đường ở những nơi có đèn tín hiệu;biển báo đường;lái;đường hầm cho người đi bộ;cho người đi bộ.,"Trường hợp đường không có hè phố, lề đường thì người đi bộ phải đi sát mép đường.",18b2ecf6
"1. Liên thông trong giáo dục là việc sử dụng kết quả học tập đã có để học tiếp ở các cấp học, trình độ khác cùng ngành, nghề đào tạo hoặc khi chuyển sang ngành, nghề đào tạo, hình thức giáo dục và trình độ đào tạo khác phù hợp với yêu cầu nội dung tương ứng, bảo đảm liên thông giữa các cấp học, trình độ đào tạo trong giáo dục phổ thông, giáo dục nghề nghiệp và giáo dục đại học. 2. Việc liên thông trong giáo dục phải đáp ứng các điều kiện bảo đảm chất lượng. Chương trình giáo dục được thiết kế theo hướng kế thừa, tích hợp kiến thức và kỹ năng dựa trên chuẩn đầu ra của từng bậc trình độ đào tạo trong Khung trình độ quốc gia Việt Nam. Người học không phải học lại kiến thức và kỹ năng đã tích lũy ở các chương trình giáo dục trước đó. 3. Chính phủ quy định chi tiết về liên thông giữa các cấp học, trình độ đào tạo trong hệ thống giáo dục quốc dân. ",Liên thông trong giáo dục là gì và người học có phải học lại kiến thức đã tích lũy không?,Giáo dục phổ thông;Đảm bảo kiến ​​thức về kiến ​​thức và kỹ năng dựa trên các tiêu chuẩn sản xuất của từng cấp độ đào tạo trong khuôn khổ của cấp quốc gia.,"Liên thông trong giáo dục là việc sử dụng kết quả học tập đã có để học tiếp ở các cấp học, trình độ khác cùng ngành, nghề đào tạo hoặc khi chuyển sang ngành, nghề đào tạo, hình thức giáo dục và trình độ đào tạo khác phù hợp với yêu cầu nội dung tương ứng. Người học không phải học lại kiến thức và kỹ năng đã tích lũy ở các chương trình giáo dục trước đó.",8152392a
"1. Xử lý việc kết hôn trái pháp luật được Tòa án thực hiện theo quy định tại Luật này và pháp luật về tố tụng dân sự. 2. Trong trường hợp tại thời điểm Tòa án giải quyết yêu cầu hủy việc kết hôn trái pháp luật mà cả hai bên kết hôn đã có đủ các điều kiện kết hôn theo quy định tại Điều 8 của Luật này và hai bên yêu cầu công nhận quan hệ hôn nhân thì Tòa án công nhận quan hệ hôn nhân đó. Trong trường hợp này, quan hệ hôn nhân được xác lập từ thời điểm các bên đủ điều kiện kết hôn theo quy định của Luật này. 3. Quyết định của Tòa án về việc hủy kết hôn trái pháp luật hoặc công nhận quan hệ hôn nhân phải được gửi cho cơ quan đã thực hiện việc đăng ký kết hôn để ghi vào sổ hộ tịch; hai bên kết hôn trái pháp luật; cá nhân, cơ quan, tổ chức liên quan theo quy định của pháp luật về tố tụng dân sự. 4. Tòa án nhân dân tối cao chủ trì phối hợp với Viện kiểm sát nhân dân tối cao và Bộ Tư pháp hướng dẫn Điều này. ","Nếu hai người kết hôn trái pháp luật nhưng sau đó đã đủ điều kiện kết hôn, Tòa án sẽ xử lý như thế nào?",Tòa án đảm nhận trách nhiệm chính và điều phối chính nó với công tố viên của nhân dân tối cao và Bộ Tư pháp cho phiên tòa.,"Trong trường hợp tại thời điểm Tòa án giải quyết yêu cầu hủy việc kết hôn trái pháp luật mà cả hai bên kết hôn đã có đủ các điều kiện kết hôn theo quy định tại Điều 8 của Luật Hôn Nhân Và Gia Đình và hai bên yêu cầu công nhận quan hệ hôn nhân, Tòa án sẽ công nhận quan hệ hôn nhân đó. Quan hệ hôn nhân được xác lập từ thời điểm các bên đủ điều kiện kết hôn theo quy định của Luật này.",daa1dccc
"1. Nam, nữ có đủ điều kiện kết hôn theo quy định của Luật này chung sống với nhau như vợ chồng mà không đăng ký kết hôn thì không làm phát sinh quyền, nghĩa vụ giữa vợ và chồng. Quyền, nghĩa vụ đối với con, tài sản, nghĩa vụ và hợp đồng giữa các bên được giải quyết theo quy định tại Điều 15 và Điều 16 của Luật này. 2. Trong trường hợp nam, nữ chung sống với nhau như vợ chồng theo quy định tại khoản 1 Điều này nhưng sau đó thực hiện việc đăng ký kết hôn theo quy định của pháp luật thì quan hệ hôn nhân được xác lập từ thời điểm đăng ký kết hôn. ","Nếu nam và nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn, họ có quyền và nghĩa vụ giống như vợ chồng hợp pháp không?","Vâng, nếu đàn ông và phụ nữ sống cùng nhau như một người chồng và vợ mà không đăng ký làm hôn nhân, họ có quyền và nghĩa vụ tương tự như cặp vợ chồng hợp pháp, bao gồm cả việc giải quyết hậu quả của đàn ông và phụ nữ sống cùng nhau ghi lại đám cưới.","Nam, nữ có đủ điều kiện kết hôn theo quy định của Luật Hôn Nhân Và Gia Đình chung sống với nhau như vợ chồng mà không đăng ký kết hôn thì không làm phát sinh quyền, nghĩa vụ giữa vợ và chồng. Quyền, nghĩa vụ đối với con, tài sản, nghĩa vụ và hợp đồng giữa các bên được giải quyết theo quy định tại Điều 15 và Điều 16 của Luật này.",5d674582
"1. Việc nhập tài sản riêng của vợ, chồng vào tài sản chung được thực hiện theo thỏa thuận của vợ chồng. 2. Tài sản được nhập vào tài sản chung mà theo quy định của pháp luật, giao dịch liên quan đến tài sản đó phải tuân theo hình thức nhất định thì thỏa thuận phải bảo đảm hình thức đó. 3. Nghĩa vụ liên quan đến tài sản riêng đã nhập vào tài sản chung được thực hiện bằng tài sản chung, trừ trường hợp vợ chồng có thỏa thuận khác hoặc pháp luật có quy định khác. ",Tôi muốn nhập tài sản riêng của mình vào tài sản chung với vợ/chồng thì cần làm thế nào?,"Có, bạn phải tuân thủ Thỏa thuận tài sản chung với các quy định của pháp luật.","Việc nhập tài sản riêng của vợ, chồng vào tài sản chung được thực hiện theo thỏa thuận của vợ chồng. Nếu tài sản đó thuộc loại mà pháp luật quy định giao dịch liên quan phải tuân theo hình thức nhất định, thì thỏa thuận nhập tài sản cũng phải đảm bảo hình thức đó.",146451b7
"1. Chương trình giáo dục phổ thông phải bảo đảm các yêu cầu sau đây: a) Thể hiện mục tiêu giáo dục phổ thông; b) Quy định yêu cầu về phẩm chất và năng lực của học sinh cần đạt được sau mỗi cấp học, nội dung giáo dục bắt buộc đối với tất cả học sinh trong cả nước; c) Quy định phương pháp, hình thức tổ chức hoạt động giáo dục và đánh giá kết quả giáo dục đối với các môn học ở mỗi lớp, mỗi cấp học của giáo dục phổ thông; d) Thống nhất trong cả nước và được tổ chức thực hiện linh hoạt, phù hợp với điều kiện cụ thể của địa phương và cơ sở giáo dục phổ thông; đ) Được lấy ý kiến rộng rãi các tổ chức, cá nhân và thực nghiệm trước khi ban hành; được công bố công khai sau khi ban hành. 2. Hội đồng quốc gia thẩm định chương trình giáo dục phổ thông do Bộ trưởng Bộ Giáo dục và Đào tạo thành lập để thẩm định chương trình giáo dục phổ thông. Hội đồng gồm nhà giáo, cán bộ quản lý giáo dục, nhà khoa học có kinh nghiệm, uy tín về giáo dục và đại diện cơ quan, tổ chức có liên quan. Hội đồng phải có ít nhất một phần ba tổng số thành viên là nhà giáo đang giảng dạy ở cấp học tương ứng. Hội đồng và thành viên Hội đồng phải chịu trách nhiệm về nội dung và chất lượng thẩm định. 3. Bộ trưởng Bộ Giáo dục và Đào tạo chịu trách nhiệm về chất lượng chương trình giáo dục phổ thông; ban hành chương trình giáo dục phổ thông sau khi được Hội đồng quốc gia thẩm định chương trình giáo dục phổ thông thẩm định; quy định tiêu chuẩn, quy trình biên soạn, chỉnh sửa chương trình giáo dục phổ thông; quy định về mục tiêu, đối tượng, quy mô, thời gian thực nghiệm một số nội dung, phương pháp giáo dục mới trong cơ sở giáo dục phổ thông; quy định nhiệm vụ, quyền hạn, phương thức hoạt động, tiêu chuẩn, số lượng và cơ cấu thành viên của Hội đồng quốc gia thẩm định chương trình giáo dục phổ thông. ",Chương trình giáo dục phổ thông có những yêu cầu gì để đảm bảo chất lượng giáo dục?,Các chương trình giáo dục phải đảm bảo khoa học và thực hành;kế thừa và kết nối giữa các cấp độ đào tạo;Cấp độ đào tạo;Tạo điều kiện cho dòng chảy và chuyển đổi giữa các cấp độ đào tạo và các lĩnh vực đào tạo và đào tạo.,"Chương trình giáo dục phổ thông phải bảo đảm các yêu cầu sau: thể hiện mục tiêu giáo dục phổ thông; quy định yêu cầu về phẩm chất và năng lực của học sinh cần đạt được sau mỗi cấp học, nội dung giáo dục bắt buộc đối với tất cả học sinh trong cả nước; quy định phương pháp, hình thức tổ chức hoạt động giáo dục và đánh giá kết quả giáo dục đối với các môn học ở mỗi lớp, mỗi cấp học; thống nhất trong cả nước và được tổ chức thực hiện linh hoạt, phù hợp với điều kiện cụ thể của địa phương và cơ sở giáo dục phổ thông; được lấy ý kiến rộng rãi các tổ chức, cá nhân và thực nghiệm trước khi ban hành; được công bố công khai sau khi ban hành.",7635a3db
"1. Con sinh ra trong thời kỳ hôn nhân hoặc do người vợ có thai trong thời kỳ hôn nhân là con chung của vợ chồng. Con được sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân. Con sinh ra trước ngày đăng ký kết hôn và được cha mẹ thừa nhận là con chung của vợ chồng. 2. Trong trường hợp cha, mẹ không thừa nhận con thì phải có chứng cứ và phải được Tòa án xác định. ","Nếu một đứa trẻ được sinh ra trong vòng 300 ngày sau khi cha mẹ ly hôn, đứa trẻ đó có được coi là con chung của vợ chồng không?","Vâng, nếu đứa trẻ được sinh ra trong vòng 300 ngày kể từ khi kết thúc đám cưới, anh ta được coi là một đứa trẻ phổ biến của cặp vợ chồng.","Theo Luật Hôn Nhân Và Gia Đình, con được sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân và là con chung của vợ chồng.",88843b74
"1. Nhà trường được thành lập khi có đề án thành lập trường phù hợp với quy hoạch phát triển kinh tế - xã hội và quy hoạch mạng lưới cơ sở giáo dục theo quy định của Luật Quy hoạch. Đề án thành lập trường xác định rõ mục tiêu, nhiệm vụ, chương trình và nội dung giáo dục; đất đai, cơ sở vật chất, thiết bị, địa điểm dự kiến xây dựng trường, tổ chức bộ máy, nguồn lực và tài chính; phương hướng chiến lược xây dựng và phát triển nhà trường. 2. Nhà trường được phép hoạt động giáo dục khi đáp ứng đủ các điều kiện sau đây: a) Có đất đai, cơ sở vật chất, thiết bị đáp ứng yêu cầu hoạt động giáo dục; địa điểm xây dựng trường bảo đảm môi trường giáo dục, an toàn cho người học, người dạy và người lao động; b) Có chương trình giáo dục và tài liệu giảng dạy, học tập theo quy định phù hợp với mỗi cấp học, trình độ đào tạo; có đội ngũ nhà giáo và cán bộ quản lý đạt tiêu chuẩn, đủ về số lượng, đồng bộ về cơ cấu để bảo đảm thực hiện chương trình giáo dục và tổ chức các hoạt động giáo dục; c) Có đủ nguồn lực tài chính theo quy định để bảo đảm duy trì và phát triển hoạt động giáo dục; d) Có quy chế tổ chức và hoạt động của nhà trường. 3. Trong thời hạn quy định, nếu nhà trường có đủ các điều kiện quy định tại khoản 2 Điều này thì được cơ quan nhà nước có thẩm quyền cho phép hoạt động giáo dục; khi hết thời hạn quy định, nếu không đủ điều kiện quy định tại khoản 2 Điều này thì bị thu hồi quyết định thành lập hoặc quyết định cho phép thành lập. ",Nhà trường cần đáp ứng những điều kiện gì để được phép hoạt động giáo dục?,"Trường phải đáp ứng đất đai, cấu trúc, thiết bị, cơ sở, cấu trúc tổ chức, nguồn tài chính, hội thảo, chương trình giáo dục, nội dung giáo dục, cấu trúc, thiết bị, địa điểm, đào tạo, hoạt động giáo dục, nguồn tài chính, hội thảo, và quản lý xây dựng chiến lược.","Nhà trường được phép hoạt động giáo dục khi đáp ứng đủ các điều kiện sau: có đất đai, cơ sở vật chất, thiết bị đáp ứng yêu cầu hoạt động giáo dục; có chương trình giáo dục và tài liệu giảng dạy, học tập phù hợp với mỗi cấp học, trình độ đào tạo; có đội ngũ nhà giáo và cán bộ quản lý đạt tiêu chuẩn, đủ về số lượng, đồng bộ về cơ cấu; có đủ nguồn lực tài chính để bảo đảm duy trì và phát triển hoạt động giáo dục; và có quy chế tổ chức và hoạt động của nhà trường.",be76406b
"1. Được cha mẹ thương yêu, tôn trọng, thực hiện các quyền, lợi ích hợp pháp về nhân thân và tài sản theo quy định của pháp luật; được học tập và giáo dục; được phát triển lành mạnh về thể chất, trí tuệ và đạo đức. 2. Có bổn phận yêu quý, kính trọng, biết ơn, hiếu thảo, phụng dưỡng cha mẹ, giữ gìn danh dự, truyền thống tốt đẹp của gia đình. 3. Con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình thì có quyền sống chung với cha mẹ, được cha mẹ trông nom, nuôi dưỡng, chăm sóc. Con chưa thành niên tham gia công việc gia đình phù hợp với lứa tuổi và không trái với quy định của pháp luật về bảo vệ, chăm sóc và giáo dục trẻ em. 4. Con đã thành niên có quyền tự do lựa chọn nghề nghiệp, nơi cư trú, học tập, nâng cao trình độ văn hóa, chuyên môn, nghiệp vụ; tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội theo nguyện vọng và khả năng của mình. Khi sống cùng với cha mẹ, con có nghĩa vụ tham gia công việc gia đình, lao động, sản xuất, tạo thu nhập nhằm bảo đảm đời sống chung của gia đình; đóng góp thu nhập vào việc đáp ứng nhu cầu của gia đình phù hợp với khả năng của mình. 5. Được hưởng quyền về tài sản tương xứng với công sức đóng góp vào tài sản của gia đình. ",Con cái có những quyền gì khi sống chung với cha mẹ theo Luật Hôn Nhân Và Gia Đình?,"Quyền của cha mẹ sống với con cái, như được chỉ ra trong luật nhận con nuôi.","Con cái có quyền sống chung với cha mẹ, được cha mẹ trông nom, nuôi dưỡng, chăm sóc. Con đã thành niên có quyền tự do lựa chọn nghề nghiệp, nơi cư trú, học tập, nâng cao trình độ văn hóa, chuyên môn, nghiệp vụ; tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội theo nguyện vọng và khả năng của mình. Khi sống cùng với cha mẹ, con có nghĩa vụ tham gia công việc gia đình, lao động, sản xuất, tạo thu nhập nhằm bảo đảm đời sống chung của gia đình; đóng góp thu nhập vào việc đáp ứng nhu cầu của gia đình phù hợp với khả năng của mình.",646f4add
"1. Điều lệ nhà trường được áp dụng chung cho các loại hình nhà trường ở giáo dục mầm non, giáo dục phổ thông, giáo dục nghề nghiệp và có các nội dung chủ yếu sau đây: a) Nhiệm vụ và quyền hạn của nhà trường; b) Tổ chức hoạt động giáo dục trong nhà trường; c) Nhiệm vụ và quyền của nhà giáo; d) Nhiệm vụ và quyền của người học; đ) Tổ chức và quản lý nhà trường; e) Tài chính và tài sản của nhà trường; g) Quan hệ giữa nhà trường, gia đình và xã hội. 2. Quy chế tổ chức và hoạt động của cơ sở giáo dục cụ thể hóa các nội dung của điều lệ nhà trường để áp dụng cho từng loại hình cơ sở giáo dục. 3. Bộ trưởng Bộ Giáo dục và Đào tạo, Bộ trưởng Bộ Lao động - Thương binh và Xã hội, trong phạm vi nhiệm vụ, quyền hạn của mình, ban hành điều lệ nhà trường, quy chế tổ chức và hoạt động của cơ sở giáo dục. ",Điều lệ nhà trường bao gồm những nội dung chính nào?,"Nội dung chính của thẻ trường bao gồm các quy định giáo dục, nhiệm vụ và quyền của giáo viên, học sinh của học sinh, sản khoa của trường, mối quan hệ giữa trường học, gia đình và xã hội, và Bộ trưởng Bộ Giáo dục và Giáo dục công cộng.","Điều lệ nhà trường bao gồm các nội dung chính như: nhiệm vụ và quyền hạn của nhà trường, tổ chức hoạt động giáo dục trong nhà trường, nhiệm vụ và quyền của nhà giáo, nhiệm vụ và quyền của người học, tổ chức và quản lý nhà trường, tài chính và tài sản của nhà trường, và quan hệ giữa nhà trường, gia đình và xã hội.",266ff403
"1. Tổ chức, cá nhân nước ngoài, tổ chức quốc tế, người Việt Nam định cư ở nước ngoài được Nhà nước khuyến khích, tạo điều kiện để giảng dạy, học tập, đầu tư, tài trợ, hợp tác, nghiên cứu khoa học, ứng dụng và chuyển giao công nghệ về giáo dục tại Việt Nam; được bảo hộ các quyền, lợi ích hợp pháp theo pháp luật Việt Nam và điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên. 2. Hợp tác về giáo dục với Việt Nam phải bảo đảm giáo dục người học về nhân cách, phẩm chất và năng lực công dân; tôn trọng bản sắc văn hóa dân tộc; thực hiện mục tiêu giáo dục, yêu cầu về nội dung, phương pháp giáo dục phù hợp với mỗi cấp học, trình độ đào tạo trong hệ thống giáo dục quốc dân; hoạt động giáo dục phù hợp với quy định của pháp luật Việt Nam. 3. Các hình thức hợp tác, đầu tư của nước ngoài về giáo dục tại Việt Nam bao gồm: a) Liên kết giáo dục, đào tạo; b) Thành lập văn phòng đại diện; c) Thành lập phân hiệu; d) Thành lập cơ sở giáo dục; đ) Các hình thức hợp tác, đầu tư khác. 4. Chính phủ quy định chi tiết Điều này. ","Những hình thức hợp tác, đầu tư của nước ngoài về giáo dục tại Việt Nam bao gồm những gì?","Các hình thức hợp tác và đầu tư bao gồm kết nối giáo dục, đào tạo, nhà máy của một văn phòng đại diện, nhà máy của các tổ chức giáo dục, các hình thức đầu tư giáo dục nước ngoài khác ở Việt Nam.","Các hình thức hợp tác, đầu tư của nước ngoài về giáo dục tại Việt Nam bao gồm: liên kết giáo dục, đào tạo; thành lập văn phòng đại diện; thành lập phân hiệu; thành lập cơ sở giáo dục; và các hình thức hợp tác, đầu tư khác.",6e20e083
"1. Việc chiếm hữu, sử dụng, định đoạt tài sản chung do vợ chồng thỏa thuận. 2. Việc định đoạt tài sản chung phải có sự thỏa thuận bằng văn bản của vợ chồng trong những trường hợp sau đây: a) Bất động sản; b) Động sản mà theo quy định của pháp luật phải đăng ký quyền sở hữu; c) Tài sản đang là nguồn tạo ra thu nhập chủ yếu của gia đình. ","Khi vợ chồng muốn định đoạt tài sản chung như bất động sản hoặc động sản phải đăng ký quyền sở hữu, họ cần làm gì theo quy định của Luật Hôn Nhân Và Gia Đình?","Cặp vợ chồng phải ghi lại tài sản là nguồn thu nhập chính của họ, theo các quy định của luật về hôn nhân và gia đình.","Theo Luật Hôn Nhân Và Gia Đình, việc định đoạt tài sản chung như bất động sản hoặc động sản phải đăng ký quyền sở hữu cần có sự thỏa thuận bằng văn bản của vợ chồng.",6bebc96e
"Vợ, chồng có nghĩa vụ tôn trọng, giữ gìn và bảo vệ danh dự, nhân phẩm, uy tín cho nhau. ",Vợ chồng có nghĩa vụ gì trong việc bảo vệ danh dự và nhân phẩm của nhau theo Luật Hôn Nhân và Gia Đình?,"Người chồng và vợ có nghĩa vụ phải tôn trọng và giữ gìn danh dự, nhân phẩm và uy tín của vợ chồng.","Vợ, chồng có nghĩa vụ tôn trọng, giữ gìn và bảo vệ danh dự, nhân phẩm, uy tín cho nhau.",8246899f
"1. Cơ sở giáo dục thực hiện nhiệm vụ đào tạo, bồi dưỡng nhà giáo gồm trường sư phạm, cơ sở giáo dục có khoa sư phạm, cơ sở giáo dục được phép đào tạo, bồi dưỡng nhà giáo. 2. Cơ sở giáo dục thực hiện nhiệm vụ đào tạo, bồi dưỡng cán bộ quản lý giáo dục gồm trường sư phạm, cơ sở giáo dục đại học có khoa quản lý giáo dục, cơ sở giáo dục được phép đào tạo, bồi dưỡng cán bộ quản lý giáo dục. 3. Trường sư phạm do Nhà nước thành lập để đào tạo, bồi dưỡng nhà giáo, cán bộ quản lý giáo dục được ưu tiên trong việc tuyển dụng nhà giáo, bố trí cán bộ quản lý giáo dục, đầu tư xây dựng cơ sở vật chất, ký túc xá và bảo đảm kinh phí đào tạo. Trường sư phạm có trường thực hành hoặc cơ sở thực hành. 4. Bộ trưởng Bộ Giáo dục và Đào tạo, Bộ trưởng Bộ Lao động - Thương binh và Xã hội, trong phạm vi nhiệm vụ, quyền hạn của mình, quy định việc thực hiện nhiệm vụ đào tạo, bồi dưỡng, nhà giáo, cán bộ quản lý giáo dục và cơ sở giáo dục được phép đào tạo, bồi dưỡng nhà giáo, cán bộ quản lý giáo dục. Mục 4. CHÍNH SÁCH ĐỐI VỚI NHÀ GIÁO ",Những cơ sở giáo dục nào được phép đào tạo và bồi dưỡng nhà giáo?,"Các tổ chức giáo dục được ủy quyền đào tạo và khuyến khích giáo viên bao gồm các trường sư phạm, quản lý giáo dục, tổ chức giáo dục với các khoa sư phạm, tổ chức giáo dục với các khoa giáo dục và các tổ chức giáo dục được ủy quyền đào tạo và khuyến khích giáo viên.","Các cơ sở giáo dục được phép đào tạo và bồi dưỡng nhà giáo bao gồm trường sư phạm, cơ sở giáo dục có khoa sư phạm, và các cơ sở giáo dục được phép đào tạo, bồi dưỡng nhà giáo.",3d81e63a
"Việc xuất bản sách giáo khoa, giáo trình, tài liệu dạy học; sản xuất và cung ứng thiết bị dạy học, đồ chơi cho trẻ em trong cơ sở giáo dục mầm non; nhập khẩu sách, báo, tài liệu giảng dạy, học tập, thiết bị dạy học, thiết bị nghiên cứu dùng trong cơ sở giáo dục được Nhà nước ưu đãi về thuế theo quy định của pháp luật về thuế. ",Những loại sản phẩm nào liên quan đến giáo dục được hưởng ưu đãi về thuế theo Luật Giáo Dục?,"Ưu đãi thuế ưu đãi cho sách giáo khoa và tài liệu giáo dục, thiết bị giáo dục, thiết bị nghiên cứu được sử dụng trong các tổ chức giáo dục được khuyến khích theo luật giáo dục.","Theo Luật Giáo Dục, các sản phẩm được hưởng ưu đãi về thuế bao gồm sách giáo khoa, giáo trình, tài liệu dạy học; thiết bị dạy học, đồ chơi cho trẻ em trong cơ sở giáo dục mầm non; và các sách, báo, tài liệu giảng dạy, học tập, thiết bị dạy học, thiết bị nghiên cứu nhập khẩu dùng trong cơ sở giáo dục.",149f303c
"1. Giảng dạy, giáo dục theo mục tiêu, nguyên lý giáo dục, thực hiện đầy đủ và có chất lượng chương trình giáo dục. 2. Gương mẫu thực hiện nghĩa vụ công dân, điều lệ nhà trường, quy tắc ứng xử của nhà giáo. 3. Giữ gìn phẩm chất, uy tín, danh dự của nhà giáo; tôn trọng, đối xử công bằng với người học; bảo vệ các quyền, lợi ích chính đáng của người học. 4. Học tập, rèn luyện để nâng cao phẩm chất đạo đức, trình độ chính trị, chuyên môn, nghiệp vụ, đổi mới phương pháp giảng dạy, nêu gương tốt cho người học. ",Nhà giáo có những nhiệm vụ gì theo Luật Giáo Dục?,Giáo viên có các nhiệm vụ giảng dạy và giáo dục dựa trên các mục tiêu và nguyên tắc giáo dục.,"Theo Luật Giáo Dục, nhà giáo có các nhiệm vụ sau: 1. Giảng dạy, giáo dục theo mục tiêu, nguyên lý giáo dục, thực hiện đầy đủ và có chất lượng chương trình giáo dục. 2. Gương mẫu thực hiện nghĩa vụ công dân, điều lệ nhà trường, quy tắc ứng xử của nhà giáo. 3. Giữ gìn phẩm chất, uy tín, danh dự của nhà giáo; tôn trọng, đối xử công bằng với người học; bảo vệ các quyền, lợi ích chính đáng của người học. 4. Học tập, rèn luyện để nâng cao phẩm chất đạo đức, trình độ chính trị, chuyên môn, nghiệp vụ, đổi mới phương pháp giảng dạy, nêu gương tốt cho người học.",115e68df
"1. Kiểm tra các điều kiện bảo đảm an toàn của xe trước khi khởi hành. 2. Có thái độ văn minh, lịch sự, hướng dẫn hành khách ngồi đúng nơi quy định. 3. Kiểm tra việc sắp xếp, chằng buộc hành lý, hàng hóa bảo đảm an toàn. 4. Có biện pháp bảo vệ tính mạng, sức khỏe, tài sản của hành khách đi xe, giữ gìn trật tự, vệ sinh trong xe. 5. Đóng cửa lên xuống của xe trước và trong khi xe chạy. ",Người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách có những trách nhiệm gì để đảm bảo an toàn cho hành khách?,"Việc kiểm soát các điều kiện an toàn của xe, chủng tộc, luật pháp, kiểm soát thỏa thuận và đóng cửa trước khi khởi hành.","Người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách có các trách nhiệm sau: 1. Kiểm tra các điều kiện bảo đảm an toàn của xe trước khi khởi hành. 2. Có thái độ văn minh, lịch sự, hướng dẫn hành khách ngồi đúng nơi quy định. 3. Kiểm tra việc sắp xếp, chằng buộc hành lý, hàng hóa bảo đảm an toàn. 4. Có biện pháp bảo vệ tính mạng, sức khỏe, tài sản của hành khách đi xe, giữ gìn trật tự, vệ sinh trong xe. 5. Đóng cửa lên xuống của xe trước và trong khi xe chạy.",9004be5b
